,location,city,country,utc,parameter,value,unit,latitude,longitude,attribution
99,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 19:00:00+00:00,pm25,22,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
100,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 20:00:00+00:00,pm25,34,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
101,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 21:00:00+00:00,pm25,51,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
102,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 22:00:00+00:00,pm25,38,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
103,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-14 23:00:00+00:00,pm25,25,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
104,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 00:00:00+00:00,pm25,24,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
105,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 01:00:00+00:00,pm25,25,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
106,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 02:00:00+00:00,pm25,27,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
107,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 03:00:00+00:00,pm25,34,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
108,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 04:00:00+00:00,pm25,30,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
109,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 05:00:00+00:00,pm25,29,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
110,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 06:00:00+00:00,pm25,43,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
111,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 07:00:00+00:00,pm25,31,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
112,US Diplomatic Post: Baghdad,Baghdad,IQ,2016-03-15 08:00:00+00:00,pm25,19,µg/m³,33.298722,44.395917,"[{""url"":""http://airnow.gov/index.cfm?action=airnow.global_summary"",""name"":""EPA AirNow DOS""}]"
