,location,city,country,utc,parameter,value,unit,latitude,longitude,attribution
86,Toronto Downtown,ONTARIO,CA,2015-01-13 20:00:00+00:00,pm25,2,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
87,Toronto Downtown,ONTARIO,CA,2015-01-13 22:00:00+00:00,pm25,2,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
88,Toronto Downtown,ONTARIO,CA,2015-01-14 00:00:00+00:00,pm25,3,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
89,Toronto Downtown,ONTARIO,CA,2015-01-14 03:00:00+00:00,pm25,3,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
90,Toronto Downtown,ONTARIO,CA,2015-01-14 06:00:00+00:00,pm25,5,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
91,Toronto Downtown,ONTARIO,CA,2015-01-14 07:00:00+00:00,pm25,6,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
92,Toronto Downtown,ONTARIO,CA,2015-01-14 12:00:00+00:00,pm25,7,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
93,Toronto Downtown,ONTARIO,CA,2015-01-15 01:00:00+00:00,pm25,5,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
94,Toronto Downtown,ONTARIO,CA,2015-01-15 02:00:00+00:00,pm25,6,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
95,Toronto Downtown,ONTARIO,CA,2015-01-15 03:00:00+00:00,pm25,5,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
96,Toronto Downtown,ONTARIO,CA,2015-01-15 21:00:00+00:00,pm25,9,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
97,Toronto Downtown,ONTARIO,CA,2015-01-15 23:00:00+00:00,pm25,12,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
98,Toronto Downtown,ONTARIO,CA,2015-01-16 10:00:00+00:00,pm25,15,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
99,Toronto Downtown,ONTARIO,CA,2015-01-16 14:00:00+00:00,pm25,19,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
100,Toronto Downtown,ONTARIO,CA,2015-01-17 08:00:00+00:00,pm25,24,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
101,Toronto Downtown,ONTARIO,CA,2015-01-17 15:00:00+00:00,pm25,14,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
102,Toronto Downtown,ONTARIO,CA,2015-01-17 16:00:00+00:00,pm25,8,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
103,Toronto Downtown,ONTARIO,CA,2015-01-17 17:00:00+00:00,pm25,5,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
104,Toronto Downtown,ONTARIO,CA,2015-01-17 18:00:00+00:00,pm25,6,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
105,Toronto Downtown,ONTARIO,CA,2015-01-17 20:00:00+00:00,pm25,7,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
106,Toronto Downtown,ONTARIO,CA,2015-01-18 05:00:00+00:00,pm25,18,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
107,Toronto Downtown,ONTARIO,CA,2015-01-19 05:00:00+00:00,pm25,21,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
108,Toronto Downtown,ONTARIO,CA,2015-01-19 07:00:00+00:00,pm25,23,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
109,Toronto Downtown,ONTARIO,CA,2015-01-19 12:00:00+00:00,pm25,22,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
110,Toronto Downtown,ONTARIO,CA,2015-01-19 14:00:00+00:00,pm25,25,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
111,Toronto Downtown,ONTARIO,CA,2015-01-19 16:00:00+00:00,pm25,23,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
112,Toronto Downtown,ONTARIO,CA,2015-01-19 21:00:00+00:00,pm25,15,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
113,Toronto Downtown,ONTARIO,CA,2015-01-20 08:00:00+00:00,pm25,12,µg/m³,43.6619,-79.3853,"[{""url"":""http://www.airnow.gov/"",""name"":""US EPA AirNow""},{""name"":""Ontario Ministry of the Environment""}]"
