Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Peru,PER,Population density (people per sq. km of land area),EN.POP.DNST,20.67183125,20.93694141,21.17263125,21.38455156,21.58141641,21.77042578,21.95473125,22.13519688,22.31431016,22.49426172,22.67787031,22.86274844,23.05217813,23.26092734,23.50809297,23.80526094,24.1609625,24.56585703,24.99160625
Peru,PER,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,32.1550549,34.84129062,34.16585147,34.8173472,32.60697896,32.7318398,33.87949431,32.37201084,25.71716003,28.06084509,30.79721128,29.54725883,28.25329448,25.98338532,25.99686493,25.50390552,..,..,..
Peru,PER,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,8.069374917,7.893626696,7.523963236,7.312919344,6.934433062,6.854264623,6.60348433,6.705808385,7.160941146,7.403906656,6.827997236,7.100110137,6.725234241,6.668310165,6.804247414,7.04564406,6.935034617,6.77975956,6.891732087
Peru,PER,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.145004464,1.013651521,1.003179591,0.963765168,1.154623518,1.332646084,1.022117777,1.237818926,1.447808278,1.808368593,2.000399515,1.705166544,1.872846682,1.572399054,1.705884134,1.727431902,1.856501313,..,..
Peru,PER,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,461.8931922,440.1259959,438.1142032,425.1701341,466.0677573,489.6523362,471.4453633,505.9504003,526.3965805,547.4265572,643.0658206,649.2562376,692.9539738,684.1540906,790.2171922,..,..,..,..
Pakistan,PAK,Control of Corruption: Estimate,CC.EST,-0.8410398,..,-0.9082966,-0.762178,-1.08252,-1.053138,-0.8135825,-0.8167263,-0.8950734,-1.069159,-1.087391,-1.076292,-1.062924,-0.9563623,-0.833834,-0.8107558,-0.8754649,-0.7782941,-0.7908247
Pakistan,PAK,Forest area (% of land area),AG.LND.FRST.ZS,2.744914902,2.689393876,2.633873008,2.578351982,2.522831114,2.467310087,2.41152968,2.355749274,2.299968867,2.24418846,2.188408053,2.132627646,2.07684724,2.021066833,1.965286426,1.909506019,1.853725612,..,..
Pakistan,PAK,Population density (people per sq. km of land area),EN.POP.DNST,184.6507602,189.3659221,193.9986768,198.5955959,203.2283844,207.949367,212.7732293,217.6838224,222.6662853,227.6951134,232.7530108,237.832856,242.9450433,248.1098472,253.3556779,258.7003995,264.1491335,269.6874818,275.2893187
Pakistan,PAK,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,50.95914949,51.31745439,51.08923639,49.71014652,47.5096912,47.51559686,46.51300838,44.27607524,45.99395551,45.77233981,46.7220403,46.07094048,46.52323559,47.46095201,46.60452974,46.47632492,..,..,..
Pakistan,PAK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,25.61725958,24.19827461,23.06293464,22.8647397,23.08295419,22.96041898,21.60797745,21.80047244,22.50026603,22.71733001,23.28158964,25.12918271,23.71024867,23.83211646,23.74454012,23.81706316,23.21519879,22.92586789,22.85564472
