"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-02",100.8302,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-03",100.7544,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-04",100.6286,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-05",100.4744,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-06",100.3132,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-07",100.1802,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-08",100.0798,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-09",100.0109,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-10",99.9519,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-11",99.85873,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2019-12",99.68504,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-01",99.41406,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-02",99.04005,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-03",98.60408,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-04",93.97789,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-05",93.8985,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-06",95.62408,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-07",95.67297,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-08",95.76379,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-09",95.7448,
"HUN","CLI","AMPLITUD","LTRENDIDX","M","2020-10",95.73405,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-01",103.1122,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-02",102.7666,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-03",102.3313,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-04",101.8974,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-05",101.4975,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-06",101.0825,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-07",100.6008,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-08",100.0232,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-09",99.37821,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-10",98.76197,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-11",98.31898,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2005-12",98.09296,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-01",98.02774,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-02",98.06073,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-03",98.15636,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-04",98.26487,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-05",98.36038,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-06",98.47071,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-07",98.63283,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-08",98.86944,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-09",99.1864,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-10",99.55383,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-11",99.92524,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2006-12",100.2087,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-01",100.4004,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-02",100.5464,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-03",100.6897,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-04",100.8541,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-05",101.0112,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-06",101.129,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-07",101.188,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-08",101.1872,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-09",101.148,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-10",101.0665,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-11",100.9349,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2007-12",100.7295,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-01",100.4391,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-02",100.0498,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-03",99.54568,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-04",98.98141,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-05",98.42632,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-06",97.92841,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-07",97.53761,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-08",97.26054,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-09",97.064,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-10",96.97265,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-11",97.0088,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2008-12",97.14425,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-01",97.3561,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-02",97.65231,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-03",98.05009,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-04",98.51958,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-05",99.00806,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-06",99.46784,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-07",99.86074,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-08",100.1427,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-09",100.306,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-10",100.3784,
"IDN","CLI","AMPLITUD","LTRENDIDX","M","2009-11",100.3794,
